Date_created,Comment,review
2021-03-10 6:30,Cero,neg
2021-03-10 6:30,"Impresionante, le daria Diez porque le pone pasion y entrega",pos
2021-03-10 6:30,-000000cero 00000cero 0000cero 000,neg
2021-03-10 6:31,1pto para q sea válida la encuesta. Pero realmente es lo peor en la TV...y mira q hay cosas malas en la televisión Cubana.,neg
2021-03-10 6:31,Daniel Palacios bueno segun características y calidad muchos nombres se ajustarian pefectamente a el..,pos
2021-03-10 6:31,Diez la mejor sección q tiene el NTV. ,pos
2021-03-10 6:31,1pto....cae pesao con su prepotencia y para nada imparcial en sus temas,neg
2021-03-10 6:32,Lo peor del mundo????????????????????????,neg
2021-03-10 6:32,Vuelve a la escuala para k aprendas a interpretar y tambien a valorar,pos
2021-03-10 6:33,Me hacen saber cuándo publiquen los resultados,pos
2021-03-10 6:33,"Víctor Manuel González Albear pues a juzgar por los resultados y comentarios de esta encuesta la gente no lo ve de esa manera, sus detractores son la mayoría Pues algo anda mal señor",pos
2021-03-10 6:34,Falsa y una m........con mucho teatro,pos
2021-03-10 6:35,Paula Canal Huarte sólo di mi opinión.... la opinión que deberías respetar. Espero no seas un títere.... al menos el enanito tiene cerebro ??????,pos
2021-03-10 6:37,Sorelis Garcia el es abogado,pos
2021-03-10 6:37,"Ya todo el mundo conoce quien es este señor, vergüenza debe darle salir a la calle. Asco de persona. Como periodista es una falta de respeto a los pocos que quedan con profesionalidad.",neg
2021-03-10 6:37,Un salido de la nada que ni el mismo se cree los guiones que se aprende. Le doy un 2/Diez y los 2 puntos es xq su voz entretiene a mi bb de 3 meses,pos
2021-03-10 6:37,Milena Anton lo que se ve que es.nada que ver con la realidad.hablando de terroristas y mercenarios y todos están en la calle,pos
2021-03-10 6:38,"Herminio Juan Jr. Pudiera argumentar Con HECHOS, si fuera tan amable",pos
2021-03-10 6:38,Tienes Diez Eres el mejor,pos
2021-03-10 6:40,Diez*,pos
2021-03-10 6:40,números negativos 0,neg
2021-03-10 6:42,La evaluó con la máxima calificación por lo esclarecedora oportuna ,pos
2021-03-10 6:43,1pto ,neg
2021-03-10 6:43,números negativos 00 ??,neg
2021-03-10 6:44,Cero,neg
2021-03-10 6:44,"Luis Malata Acosta pensé ud era un contricante ideológico preparado, con sustentos sólidos, pero no, es como muchos q el resentimiento, la impotencia los abruma y expiden hiel por todos los poros. Pregúntense por qué tantas administraciones yanquis, incluso hasta de corte fascista como la Trump, no han podido acabar con Cuba, pregúntese y recurra a la historia para q vea q, una vez más, este pueblo demuestra q es un timbalú y le sobra lo q a los hablanchines les falta; gánese el honor de ser un buen contricante y no repetidor de sandeces q tanto ploriferan en sus medios.",pos
2021-03-10 6:45,Le daría la máxima calificación Diez. Muy esclarecedora y útil sobretodo para aquellos que apoyamos nuestro proceso revolucionario al Diez% y que deseamos continuar diafrutando siempre de la paz y la tranquilidad que respiramos en nuestra patria.,neg
2021-03-10 6:45,"Cómo te atreves a decir ""mi pueblo"" y burlarte de un joven médico que no ha dicho nada fuera de contexto ni ha ofendido a nadie con su opinión muy personal  Qué diferencia de ""valor"" conmigo tienes, cuando detrás de un teclado, como el resto de la pandilla de histéricos que se han soltado ""valientemente"" a enfrentar a Orlando Albert Santana, te atreves a hacer disertaciones ridículas de puros teatros engañándote tú sola, haciéndote con tanta falsedad la ""heroína del pueblo"", con todas las boberías que después dices. Si de verdad respetas ""tu pueblo"", ni siquiera te hubieras tomado entonces el trabajo de caerle arriba en ""turba"" al comentario, nada menos que de un médico....  Dónde está tu sentido del valor, ése que tanto pregonas",neg
2021-03-10 6:45,"Es una sección que pone a relieve la parcialidad periodística y no es más que la voz del gobierno,aquí no existe periodismo  investigativo ni combativo, cuya única arma sólida es el descrédito del “enemigo” que falta de creatividad este señor ni es más que un manipulado ....aunque seguramente no es “pagado”",neg
2021-03-10 6:45,"Pésima, mala y por ahí todo criterio negativo ",neg
2021-03-10 6:46,De x,pos
2021-03-10 6:47,Desacertada,pos
2021-03-10 6:48,"Todo cuanto ha comentado es cierto, le duela a quien le duela. Siga adelante tiene más seguidores que detractores.",pos
2021-03-10 6:49,Humberto es un gran mentiroso con una plataforma para desinformar también randi Alonzo Serrano y todo el icrt son instituciones corruptas utilizadas para apoyar la represión y el robo por parte de la dictadura robó del cual se benefician todos como hemos visto dando viajes a periodistas cubanos y guarachando por los lugares de la isla a los ke los cubanos de a pie no pueden ir valla en Mi Pueblo se define a Humberto este como un cara de bate y un habla pinga ????????????????????,neg
2021-03-10 6:49,Una burla,neg
2021-03-10 6:50,"Jose Eduardo Valdes Cangas eres otro comico, en tu casa matas, pero maaatas de la risa a la gente seguro pq yo no paro de reir, dices los mismos chistes de Humbertico",neg
2021-03-10 6:50,"Humbertico yo por aki lo 1ptoro que haré, será cagarme en la resinga de tu madre, tu eres un falta de respeto que ni te respetas ni respetas a los cubanos, tu pueblo se muere de hambre y de todo y tu defiendes a los HPs del gobierno, una vez mas me cago 62 000 milenios en la resinga de tu madre",neg
2021-03-10 6:50,Cero,neg
2021-03-10 6:51,Me parece una falta de respeto hacia los números el tener que usarlos para darle una evaluación a este tipo. No hay persona más manipulada y descarada q él. Para evaluarlo uso un número que les encanta a ustedes. Del 1pto al Diez le doy -62 000. Por mentiroso y riega chisme.,neg
2021-03-10 6:51,"Cero.Es repulsiva su presencia, sólo de verlo apago el televisor...porque me repugna. Es una máquina de meter miedo.",neg
2021-03-10 6:51,números negativos 0 y que esté conforme el bufón del NTV,neg
2021-03-10 6:52,"Como siempre muy mala,opiniones autoritarias que solo lo que piensan es lo correcto y lo verdadero,sin dar parte a otras opiniones y dan por sentado que quien piense diferente o no esté en acuerdo a ellos es pagado por el ""imperio """,pos
2021-03-10 6:52,"Pésima. Habla puras mierdas sin fundamento. Distorsiona la realidad y justifica lo injustificable. Deberían echarlo cuanto antes porque ni siquera tiene moral para estar en la televisión. Es un cínico que se vende de revolucionario, pero tiene un pasado más oscuro que las alas de un Totí",neg
2021-03-10 6:52,Diez buenas las intervenciones y aclarando todo,pos
2021-03-10 6:53,_1pto234567890,neg
2021-03-10 6:53,De diez es un trabajo importante ,pos
2021-03-10 6:53,"Keila Torres Pérez, gracias por tus sugerencias. Seguiremos con CUBA SOCIALISTA VIVA.",pos
2021-03-10 6:53,Diez hace un excelente trabajo ,pos
2021-03-10 6:53,"Humberto es un manipulador, un mentiroso y sínico.No le doy nada , por mi ese programucho puede eliminarse ese y todos los demás",neg
2021-03-10 6:55,No hay replica. Por lo tanto inservible. ,pos
2021-03-10 6:55,Diez,pos
2021-03-10 6:55,"Yasniel Perez Acosta, Yasni, al no ver el NTV, estás cumpliendo lo que te indica el gobierno de USA. Saludos.",pos
2021-03-10 6:55,Es un tipo de humor negro.... Que da vergüenza ajena ????. No recomiendo perder el tiempo mirando eso ??  0/Diez,neg
2021-03-10 6:56,Mery Musa Ortega ,pos
2021-03-10 6:57,"Muy necesaria para estos tiempos, espectacular",pos
2021-03-10 6:57,"José Raúl Gallego, lo tuyo es Ignorancia, Ingenuidad  o COMPLICIDAD",pos
2021-03-10 6:58,"Ese infeliz mentiroso no tiene calificación, hay que tener la cara muy dura y tener nada de empatia por el pueblo, para pararse delante de una cámara a decir que todo está bien, que somos continuidad, que el capitalismo es el malo y demás mentiras que dice, cuando el sabe bien que cuba entera esta en caos, llena de miseria y calamidad y la gente ya no aguantan más. Asco es lo que da ese descarao'????",neg
2021-03-10 6:59,"Realmente los televidentes estamos cansados de sus payasadas, Un supuesto ""abogado"" poniendo niños vestido de preso en tv Ese asco de persona porque no se le puede llamar hombre,  intenta manipular a los cubanos pero con mentiras BASTA YA DE DOCTRINAS ABSURDAS Y OBSOLETAS  Todos estamos claros nadie mas va a engañarnos, EL NO SIRVE NI COMO PERIODISTA por el simple hecho de utilizar mentiras para su ""periodismo""",neg
2021-03-10 6:59,Con todo respeto le doy el mínimo de puntuación porque cuando llega está sección del noticiero siento que están manipulando mi intelecto y que están ignorando la inteligencia del televidente. ,neg
2021-03-10 7:00,cero 000..super manipulada y parcializada,neg
2021-03-10 7:00,"Bueno de más está decir la aceptación que tiene??basta con ver los comentarios. Humberto es una vergüenza al periodismo,un títere leyendo un guión,experto en manipulación un asco como ser humano,tan mediocre y absurda su actuación que ofende totalmente al concepto de periodismo y todo lo que representa. Ahora dirán como típicos mentirosos que la CIA pagó una campaña para financiar comentarios negativos...por Dios a dónde han llegado.",neg
2021-03-10 7:00,Yo le doy Diez.,pos
2021-03-10 7:01,"Del 1pto al 1ptoCero pues 1pto. Pero le calificaría con números negativos Cero así, en números negativos . Una vergüenza total, es antiético, manipulador, mal comediante y el más probable causante de mi precoz hipertensión, que está al doblar de la esquina si continúa existiendo la sección de ese ""ser"".",neg
2021-03-10 7:01,Bochornosa,pos
2021-03-10 7:01,"Da asco realmente, no se recomienda ver después de comer.",neg
2021-03-10 7:03,Buenísima,pos
2021-03-10 7:03,"Herminio Juan Jr. te invito a que pongas una foto tuya de perfil... pero una tuya, no una falsa bajada de internet y luego te digo donde está mi sentido de valor... mientras tanto eres más cobarde que yo... y esa ""turba"" es el resultado de años de represión, que no permiten que las personas puedan expresar en la calle lo que piensan... y si de caer arriba se trata bueno... hemos tenido los mejores maestros... conozco médicos consagrados que por protestar contra los absurdos del sistema han sido despojados de su título... así que no toques esa tecla... un hipócrita que defiende un gobierno tan pero tan corrupto no merece mi respeto... el respeto es algo que se gana ??",neg
2021-03-10 7:03,"Fabio Ochoa Cuba pipo usted anda to loco, pero mejor sigue pensando asi, tengo prohibido discutir con  NECIOS eso es castigado por dios ",pos
2021-03-10 7:03,Pésima ,neg
2021-03-10 7:04,Cómo le duele la verdad a los gusanos las ideas que plantéa Humberto son pruebas irrebatibles estudien y documentesen ,pos
2021-03-10 7:04,Nely Prades Rodriguez andan los perfiles falsos a su aire ??????,pos
2021-03-10 7:04,Diez. Excelente.,pos
2021-03-10 7:05,"Enrique Nápoles Crespo señor, no se desgaste con adjetivos y delirios nacionalistas,resentido era aquel mendigo verde olivo que desde niño ya pedía dinero a un presidente norteamericano, yo me limito a exponerle hechos, cuando usted muestre al mundo el vaso de leche que prometió Raúl a cada niño cubano y los milagros que nunca realizó su hermano tal vez tenga credibilidad, mientras tanto no son mas que una dictadura en decadencia obsesionada con los dólares y los euros de nosotros ""los gusanos"", no se engañe y lo dejo que tengo que salir a que me ""explote"" el capitalismo malo, malo, malo....siga usted en el socialismo bueno, bueno, bueno....jajajajaja, yo sé que les duele todo lo que progresa cada cubano cuando sale de Cuba y es libre,no somos hablantines, somos el espíritu de la nación que ha convertido un vergel cualquier lugar al que llegamos, mire usted lo que el comunismo ha hecho con Cuba, pero tienen que resignarse y seguir esperando remesas y recargas porque toda esa ""dignidad y valor"" del que habla......se pierde cuando suenan los dólares,nos vemos en la Plaza Cívica, porque ni eso han construido, y olvidaba un detalle.....lo de ""timbalú"" lo dices por Tortoló Que cuando vio los marines echó a correr y dejó a Mario Martín Manduca y los demás ""botados""  Sí, muy ""timbalú""...",neg
2021-03-10 7:05,Cero,neg
2021-03-10 7:05,0????????,pos
2021-03-10 7:06,"Omar Rodriguez aqui la seguridad del estado o del pcc, a esta gente le pagan por estas respuestas ??????",pos
2021-03-10 7:06,---00000Cero00000,neg
2021-03-10 7:06,1pto ,neg
2021-03-10 7:07,"Instigación a la violencia, pero lo peor es q el no se manda.",neg
2021-03-10 7:07,Ese tiene ampollas en la lengua de lamer botas ,pos
2021-03-10 7:08,Yo le doy Diez,pos
2021-03-10 7:08,"Pero tienen que poner la escala prineronapra calificar Ejemplo 0 un asco números negativos 0 una maravilla. En mi caso, lo calificaría de -5Cero una vergüenza para los cubanos. No hace un programa dirigido al pueblo, sino al PCC.",neg
2021-03-10 7:08,"Si se puede dejar en cero,pues eso,lo mínimo,ese tipo es risible y poco profesional,me da vergüenza ajena que diga que es jurista",neg
2021-03-10 7:09,Jancel Moreno Es su misma lengua que la tiene tan larga que se la pasa por el pelo ????,pos
2021-03-10 7:09,números negativos ..Vergüenza de periodismo y de cubano,neg
2021-03-10 7:10,0 punto  No necesitamos manipuladores....,neg
2021-03-10 7:10,1pto ,neg
2021-03-10 7:10,"El ntv de nuestra televisión me mantiene activo durante su transmisión y bien informado, pero cuando llega Humberto Rodríguez, me da bostezo y sueño, no convence a nadie y hecha a perder lo interesante que informa  el ntv",pos
2021-03-10 7:11,"Su planteamiento esta basado en la ignorancia de todos los que lo escuchan, solo el tiene conocimientos y es capaz de decidir, el resto somos incapaces de hacerlo, El es una ofensa a nuestra inteligencia.",pos
2021-03-10 7:12,números negativos ,neg
2021-03-10 7:12,"Almiris Peñalver Vega o blanco y negro, en cuba por culpa de los grises la gente no puede comprar en las tiedas MLC la falta de respeto al pueblo de a pies, ese tipo no sirve pero menos el noticiero  ",pos
2021-03-10 7:12,Lo que sí es innegable es que hay que tener valor para hacer esta encuesta ??,pos
2021-03-10 7:13,"Jans TL Yo lo que no creo es en nada que venga de los medios oficiales, porque está visto y comprobado que no dicen absolutamente nada de la realidad de mi país. Descansa tú y buena suerte cuando te gradúes. Ah y mira el rating de vistas que tiene Cibercuba, cada directa que haga Iliana nada más que por darte un ejemplo de reportaje, tiene más vistas y likes que todas las páginas oficiales del país en un día. Parece que no soy el único que prefiere Cibercuba, tantas miradas no pueden estar equivocadas. ?? Chaito.",pos
2021-03-10 7:13,Lo van a tumbar,pos
2021-03-10 7:13,Cero,neg
2021-03-10 7:14,"Cuando vi en vivo los ultimos eventos en el ministerio de cultura en que el ministro le lanzó  dos golpes al muchacho que lo filmaba con el celular y despues en el ntv vi a humberto comentar un video manipulado y borroso en que el ministro solo hace como que aparta el celular del muchacho me di cuenta que este periodista es manipulador y mentiroso,mas nunca me he sentado ante el televisor a ver sus comentarios",neg
2021-03-10 7:14,Joel Peña-Soutuyo pica demasiado??,neg
2021-03-10 7:14,Diez se lo merece Diez,pos
2021-03-10 7:15,1pto ,neg
2021-03-10 7:15,"Asco, su sección produce asco a los cubanos de a pie, a los verdaderos cubanos que son consientes de su realidad... basta de burla y manipulación... ????",neg
2021-03-10 7:16,"1pto No hay otro calificativo, manipulación, medias verdades....etc.",neg
2021-03-10 7:17,"Creo que estamos ante la persona que más odio ha estado fomentando entre cubanos en los últimos años. No es periodista, porque confío que sus investigaciones si es que las hace carecen de sentido común. Su mensaje es solo uno ""financiamiento del imperio"" y en esta retórica basa un discurso vacío que creo es su propia guillotina.  No es abogado, en su programa ""DESHACEMOS CUBA"" este señor pretende mentir, coaccionar, desinformar con ayuda temas legales en Cuba. Que creo de Humbertico Simplemente, que es el títere de un poder superior que hoy no ha avanzado al 2021pto y contínua ciego a la realidad del cubano y con personas como él intentan divulgar una propaganda que solo atenta contra sus propios intereses.",neg
2021-03-10 7:20,"Esther María Portela Lara Jajajajajajaja, el mejor chiste que he oido, el mismo cuento gastado que nadie se cree, jaja, le quedo bueno de verdad.",neg
2021-03-10 7:21,1pto ,neg
2021-03-10 7:21,"No creo q merezca ser evaluado sino cambiado de posición. Un sombrero de guano, un machete y para el campo a cortar marabú para q aprenda a respetar a los demás.",pos
2021-03-10 7:22,9,pos
2021-03-10 7:22,"1pto.Nada de argumentos,solo ideas parcializadas,denigrando cubanos ,sin derecho nunca ha réplicas,no aborda los problemas actuales de cuba,solo justificaciones y descalificativos de “mercenarios “ a cualquier pobre infeliz que no piense como este pseudo periodista.??",neg
2021-03-10 7:22,"Y que lenguaje tan fino y académico tienen estos defensores de lo indefendible. La mona aunque se vista de seda, mona se queda ciberclarias y bien.",neg
2021-03-10 7:23,"1ptoCero sigue asi Humberto, los traes desesperados,  ya no saben que decir, que si no eres periodista,  que si eres abogado,  jajaja dile que solo eres patriota ",neg
2021-03-10 7:24,"Da pena hablar de este hombre, es una persona tan falsa y tan mentirosa que sabe que su pueblo está pasando hambre , miseria y sigue parándose ahí a hablar mierda que ya nadie cree en sus palabras y siento que subestima la inteligencia de nosotros el pueblo , que no sé de tan poco valor por un salario miserable",neg
2021-03-10 7:24,Así mismoooo.PATRIA Y VIDA,pos
2021-03-10 7:24,Siendo el 1pto el valor más bajo en la escala y el mayor el 1ptoCero mi evaluación es 1pto. ,neg
2021-03-10 7:24,Gracias Humberto por defender a nuestra patria desde tu trinchera de aquellos apátridas que quieren verla  humillada tu pueblo siente mucho orgullo cuando te ve digno representante de nuestra juventud Patria o Muerte Venceremos,pos
2021-03-10 7:24,"1ptoCero muy esclarecedor, la propia realidad y los métodos que utilizan quienes viven del negocio de la política confirma lo que expone en sus análisis.",neg
2021-03-10 7:25,"En serio ver tanto a “Humberto “ atrofia el cerebro ??. Una sola declaración del gobierno americano que respalde el disparate que estás diciendo ?? Donde único té “orientan “ que ver y que no,es en cuba ,los censores y fanaticos como usted ??,por eso no avanzamos y hay hambre en la isla.??",pos
2021-03-10 7:25,Donde si se vería bien haciendo esos análisis es en el programa Vivir del Cuento ????,pos
2021-03-10 7:25,se puede votar un números negativos 0 porque es indignante lo de este sujeto,neg
2021-03-10 7:25,"Excepcional, necesaria, fundamentada, profesional. Ahhhhh y cubana",pos
2021-03-10 7:26,"No hijo,fantasía sería denigrar esa palabra.yo diría llegó el carro de servicios comunales.",pos
2021-03-10 7:27,"Desesperados los trae la sarna,él hambre,la falta de transporte y el COVID ??????,dile a Humberto que hable de eso dale,y que dé derecho a réplica a todo el que desmoraliza desde su posición de poder ??",neg
2021-03-10 7:27,"Humbertico....todo lo que hablas es por un mercedito....que ""te preste"" un amiguito....sigue así que hasta la novia te la van a quitar...????????????????",neg
2021-03-10 7:27,Inconpetente y de mal gusto,neg
2021-03-10 7:27,números negativos 0,neg
2021-03-10 7:28,Cero,neg
2021-03-10 7:28,PATRIA Y VIDA.y palante cuba,pos
2021-03-10 7:29,Rogelio Abdel Perez Tamayo ,pos
2021-03-10 7:29,No bloqueado debías estar en una situación más difícil ese es el sentir de Humberto y se ve que lo hace con verdadero sentido de pertenencia  si ustedes no coinciden con el estoy de acuerdo pero el pueblo no se equivoca  ni nesecuto su respuesta,pos
2021-03-10 7:29,1pto  deberían ver incluido él 0.,neg
2021-03-10 7:30,"Terrible Le doy un 0 enorme, pero sino cuenta el 0 entonces 1pto.",neg
2021-03-10 7:30,"A no dudarlo , cerooooooo, es la sección donde se margina, donde se ofende así sean mujeres , tienen un presentador del NTV que en su turno es misógino, homófobo aun siendo gay, mitómano compulsivo, de guion orientado pero defendido por su forma tan pésima de ser y un largo etc. Resumiendo la sección de ese es una real ?? ",neg
2021-03-10 7:30,"Yany Samuel llégate poor eel eespeeejo, para que veas que RESPETO ni siquiera por tí misma, JAMÁS encontrarás, porque NUNCA lo has tenido hija mía.  Mi foto es ésa. Cómo me exiges otra, si ni la tuya dice nada más, que repetir lo que otras tan o más anónimas que las mías te tienen el alma envenenada trayéndote loca, tirándole mordidas a todo lo bueno y positivo que exista y te huela tan sólo un poco a amor Voy a trabajar, chaíto",pos
2021-03-10 7:30,-62000000. Menos sesenta y dos mil milenios,neg
2021-03-10 7:30,"Mojón no, lo siguiente ????",neg
2021-03-10 7:30,"Innecesaria, ya el gobierno tiene el poder absoluto, para qué torturarnos con propaganda NAZI que de todos modos nadie se cree",pos
2021-03-10 7:30,1pto ,neg
2021-03-10 7:30,Reflejo claro de la televisión cubana.,pos
2021-03-10 7:30,Alejandro Santo sagrado de los ejércitos ??,pos
2021-03-10 7:31,Kk,pos
2021-03-10 7:31,Miguel Bustamante Piquera y lo q quiso decir tampoco significa eso ?????? eso no entra en el concepto de lo anglosajón. ,pos
2021-03-10 7:32,Shesia La Guerrera ,pos
2021-03-10 7:32,"Exelente,muy educativa,intructiva para todas todas q.tengan un sentido comun de la vida.todo un maestro,ayer abordo un tema internacional muy bueno.si alguna desea madurar social deberia escuchar su exencelente programa televisivo.viva la revolucion cubana.no tengo ningun miedo a expresar un comentario.",pos
2021-03-10 7:32,Cero,neg
2021-03-10 7:32,A mi antes me gustaba verlo. Hasta que me di cuenta que ese hombre habla con propiedad y afirmando cosas que nada que ver. Y solo insulta a los cubanos de a pie.,pos
2021-03-10 7:32,"Diez, un ejemplo de periodista y patriota ",pos
2021-03-10 7:33,"números negativos 0Cero es insoportable, se cree q siempre tiene la razón y es un equivocado, payaso y marioneta",neg
2021-03-10 7:33,números negativos 0Cero No existe nada más nefasto que torturar a mis membranas timpánicas escuchado la porra que habla Humberto López. Pero si necesitan que me ajuste a su propia numeración sería 1pto  porque el 0 no es válido y no quiero que desestimen mi voto.,neg
2021-03-10 7:33,Vives en que País o es que eres uno mas de los q creen toda esa manipulación mediática del NTV.Despierta que te quedaste dormido,neg
2021-03-10 7:34,1pto......????,neg
2021-03-10 7:34,"Zoyla Tizza el término ""mulatica"" suena bastante peyorativo en este contexto, por ende de muy mal gusto es referirse a una persona por el color de su piel a menos que medie una relación de confianza que, me parece, no es el caso. Antes bien creo debe revisarse UD.  Popularidad tiene Durán...",neg
2021-03-10 7:35,Excelente,pos
2021-03-10 7:35,"Una vergüenza y falta de respeto al periodismo por su vocabulario lleno de odio, despotismo, y hasta cinismo, tergiversando cada información que ha presentado, rompiendo con derechos por medio de su mal trabajo, como es el caso de la privacidad, exponiendo públicamente #s y conversaciones privadas, y el derecho a la defensa donde claramente ninguna de las personas a las que tanto se ha referido frente a cámaras para toda una sociedad, han tenido esa posibilidad de defenderse. Humberto es una burla y falta total para la profesión en sí como para esa parte del pueblo que aun pueda verlo.",neg
2021-03-10 7:35,Muuuyyyy buen trabajo,pos
2021-03-10 7:35,......,pos
2021-03-10 7:35,Muy bueno jjj,pos
2021-03-10 7:35,Menos de 1pto  no recuerdo a alguien tan odiado. Ademas creo q ustedes oyen mas la opinion de 5 personas q estan de acuerdo con el que a 500 000 que no les gusta. ,neg
2021-03-10 7:35,0. Títere mediocre. ,pos
2021-03-10 7:36,Humbertico te buscaste la sala' con tus coterraneos.,neg
2021-03-10 7:36,Cero,neg
2021-03-10 7:36,Pesima,pos
2021-03-10 7:37,"Posiciones políticas aparte. No se quien las escribe pero está mal enfocada, aveces critica incentivar el odio y sin embargo ofrece datos en un tono evidentemente cínico para incentivar el odio. La información es incompleta en la mayoría de los casos, usa vídeos fragmentados de disidentes que honestamente más parece una publicidad encubierta que una crítica. Creo que una sección que obviamente pretende esclarecer hechos y combatir la disidencia se está haciendo con un tono tan poco serio, tan agresivo y tan cínico que degrada al NTV al nivel de la prensa amarillista y lejos de esclarecer, le resta credibilidad al noticiero y al sistema e incentiva el desprecio incluso a su persona. Un método muy desacertado.",neg
2021-03-10 7:37,Esther María Portela Lara  de que medios internacionales me habla Cuales son las pruebas que este señor presenta cuando calumnia a los cubanos que no piensan como el Mire señora que la cabeza se hizo para pensar. Úsela. ??,pos
2021-03-10 7:37,"Esta encuesta debe tener otro fin porque ustedes saben muy bien que vergüenza, asco y desprecio da el ""señor"" pero mucho más el ICRT, con la deleznable misión social de adoctrinar y mantener a la gente engañada. ",neg
2021-03-10 7:37,Diez,pos
2021-03-10 7:37,Shesia La Guerrera hiciste un perfil falso para responder aqui....entonces eres Humberto no,pos
2021-03-10 7:38,Me encanta. Humberto tiene la verruga en la frente más sexy de todo el Sistema Informativo. ??,pos
2021-03-10 7:38,Le doy 1pto,neg
2021-03-10 7:39,"Inquisitiva, arrogante, no justa, aplastante, agresiva....y etcéteras",neg
2021-03-10 7:39,El Humberto ese es un cagaleche,neg
2021-03-10 7:39,Pues 0.,pos
2021-03-10 7:39,Muy pedante pedante .,pos
2021-03-10 7:40,Excelente ?? ,pos
2021-03-10 7:40,Diez,pos
2021-03-10 7:40,0 aburre ya en cuanto escucho su voz no quiero ver el noticiero es terrible algo repugnante,neg
2021-03-10 7:40,1pto ,neg
2021-03-10 7:41,Diez puntos ,pos
2021-03-10 7:41,Cero,neg
2021-03-10 7:42,Diez% es excelente ,pos
2021-03-10 7:42,¡¡¡Excelente,pos
2021-03-10 7:42,"Concuerdo con el amigo Alberto García Rivero, hay que rebatir  con respeto y buenos argumentos para  no caer en las miserias de nuestros enemigos.",pos
2021-03-10 7:42,El ota ola del NTV,pos
2021-03-10 7:43,Ernesto Wong García eso mismo dije yo ..lo que hay es que poner solamente un número por Dios ..pero que difícil ??????,pos
2021-03-10 7:43,Un asco por completo ??????,neg
2021-03-10 7:44,Los perros del imperio ladran y si ladran los perros es porque marchamos.,neg
2021-03-10 7:44,"Mi evaluación,  y con todo respeto,  seria Cero el por qué,  sencillo,  es fácil decir, decir y decir, sin una contraparte,  seria bueno, en mi opinión,  una sección de dos puntos de vistas, ejemplo y es metáfora, si yo digo ""orejón "", alguien podría explicar,  por qué orejón,  y decirme ""narizon "", pero si yo digo,  digo, y digo y nadie contradice,  el espectador, solo ve un punto de vista,  y  es fácil.",neg
2021-03-10 7:44,"Una verguenza para su carrera y su gremio, una verguenza como Cubano, una verguenza como ser humano, pq miente, terjiversa,  se prestan para descalificar a quien no se adhiera a la agenda q impone su desgobierno, pq no es capaz de solidarizarse con el dolor de su gente, pq solo piensa en sus beneficios. Pero Humbertico, recuerda q eso se cae y tu vas a quedar en la historia de ese pais como un alcahuete de esbirros, como un titere de Dictadura y despues "" perdon,yo no sabia""; ""perdon no tenia mas remedio"" no vale",neg
2021-03-10 7:44,Para mí 1pto por no decir 0,neg
2021-03-10 7:45,Fatal.Cero.No creìble.,neg
2021-03-10 7:46,Debería hacerse un programa llamado Hablando con Pinocho,pos
2021-03-10 7:46,"0.Periodista con doble moral, habla, habla y habla tratando de justificar el dinero que le pagan por acusar e inventar sin pruebas, difamando a las personas y llevando   una vida muy lejos de lo que un ""revolucionario""debe ser.Otro oportunista más que trata de seguir subiendo en la vida a costa de los demás.",neg
2021-03-10 7:46,1pto ????,neg
2021-03-10 7:46,Yo le daría un 20... Un momentazo... No hay mejor momento para reír con tantas estupideces ???? en toda la TV cubana... la única sugerencia para que la gente entienda un poco el personaje tal vez una nariz roja y zapatos grandes le ayuden a ser más comprendido.,neg
2021-03-10 7:46,1pto? ,neg
2021-03-10 7:46,Humberto es el muneco de un ventrilocuo llamado partido comunista. Dejen de burlarse del pueblo.,neg
2021-03-10 7:46,-57,pos
2021-03-10 7:47,#NAME?,pos
2021-03-10 7:47,"Javier Lorenzo Exactamente, porque si dejan que Cibercuba lo vean todos los cubanos por los canales convencionales, se les cae la careta que tienen puesta hace 62 años.",pos
2021-03-10 7:48,000.1pto no voy a gastar megas opinando de este señor. ,neg
2021-03-10 7:48,"Fabio Ochoa Cuba Supongo usted sea parte de ese equipo de trabajo donde incluye al DSE. Está ""bueno"" su argumento. Simplemente ha repetido en él lo mismo a lo que se dedica la figura a la que andamos valorando acá. Y OJO respeto el punto de cada cual, algo que de hecho debería de aprender hacer este sistema y su gobierno, pero bueno, respeto, sí, siempre y cuando sea verdad y auténtico el criterio.",pos
2021-03-10 7:48,"Angela Orozco señora le sugiero que revise en el dicción el concepto de apátrida, que es aquella persona que no es reconocida por ningún país.Aqui,les guste a ustedes o no,todos tenemos patria y se llama Cuba y eso nada puede borrarlo",pos
2021-03-10 7:48,Whiskyyyy ?????????,pos
2021-03-10 7:49,"Rosy ellos son muy inteligentes, este post les está disparando las estadísticas de la página a millón, ellos le saben a Facebook ??",pos
2021-03-10 7:49,1pto ,neg
2021-03-10 7:49,Mentiroso,neg
2021-03-10 7:49,"DE VERDAD MI ABUELA SIEMPRE DIJO QUE LA KK  NO TIENE CALIFICACIÓN, ES KK Y Y PUNTO.",neg
2021-03-10 7:49,Esta encuesta no tiene mucho sentido...como el propio Humberto. Se merecen.  Saludos. ,pos
2021-03-10 7:50,"Enmanuel Galbán Jiménez permíteme rectificarte, debiste usar un signo menos delante??",pos
2021-03-10 7:50,"Esther María Portela Lara Me imagino entonces que muchísimo más de la mitad de los cubanos dentro y fuera de la isla seamos anexionistas, no",pos
